Date of analysis,Country,Total country population,Level 1,Validity period,From,To,Phase,Number,Percentage
#date+analysis,#country+code,#population,#loc+level1,#period+v_ipc,#date+start,#date+end,#severity+v_ipc,#affected+num,#affected+pct
Mar 2024,NER,26154898,Agadez,first projection,2024-06-01,2024-08-31,2,233675,0.33
Mar 2024,NER,26154898,Agadez,first projection,2024-06-01,2024-08-31,3,113980,0.16
Mar 2024,NER,26154898,Agadez,first projection,2024-06-01,2024-08-31,4,0,0
Mar 2024,NER,26154898,Agadez,first projection,2024-06-01,2024-08-31,5,0,0
Mar 2024,NER,26154898,Tahoua,first projection,2024-06-01,2024-08-31,all,5107761,1.0
Mar 2024,NER,26154898,Tahoua,first projection,2024-06-01,2024-08-31,3+,702800,0.14
Mar 2024,NER,26154898,Tahoua,first projection,2024-06-01,2024-08-31,1,2876529,0.56
Mar 2024,NER,26154898,Tahoua,first projection,2024-06-01,2024-08-31,2,1528433,0.3
Mar 2024,NER,26154898,Tahoua,first projection,2024-06-01,2024-08-31,3,674410,0.13
Mar 2024,NER,26154898,Tahoua,first projection,2024-06-01,2024-08-31,4,28389,0.01
Mar 2024,NER,26154898,Tahoua,first projection,2024-06-01,2024-08-31,5,0,0
Mar 2024,NER,26154898,Diffa,first projection,2024-06-01,2024-08-31,all,867787,1.0
Mar 2024,NER,26154898,Diffa,first projection,2024-06-01,2024-08-31,3+,226706,0.26
Mar 2024,NER,26154898,Diffa,first projection,2024-06-01,2024-08-31,1,253244,0.29
Mar 2024,NER,26154898,Diffa,first projection,2024-06-01,2024-08-31,2,387837,0.45
Mar 2024,NER,26154898,Diffa,first projection,2024-06-01,2024-08-31,3,208948,0.24
Mar 2024,NER,26154898,Diffa,first projection,2024-06-01,2024-08-31,4,17758,0.02
Mar 2024,NER,26154898,Diffa,first projection,2024-06-01,2024-08-31,5,0,0
Mar 2024,NER,26154898,Zinder,first projection,2024-06-01,2024-08-31,all,5435489,1.0
Mar 2024,NER,26154898,Zinder,first projection,2024-06-01,2024-08-31,3+,548080,0.1
Mar 2024,NER,26154898,Zinder,first projection,2024-06-01,2024-08-31,1,3729168,0.69
Mar 2024,NER,26154898,Zinder,first projection,2024-06-01,2024-08-31,2,1158241,0.21
Mar 2024,NER,26154898,Zinder,first projection,2024-06-01,2024-08-31,3,548080,0.1
Mar 2024,NER,26154898,Zinder,first projection,2024-06-01,2024-08-31,4,0,0
Mar 2024,NER,26154898,Zinder,first projection,2024-06-01,2024-08-31,5,0,0
Mar 2024,NER,26154898,Niamey,first projection,2024-06-01,2024-08-31,all,1485310,1.0
Mar 2024,NER,26154898,Niamey,first projection,2024-06-01,2024-08-31,3+,178237,0.12
Mar 2024,NER,26154898,Niamey,first projection,2024-06-01,2024-08-31,1,906039,0.61
Mar 2024,NER,26154898,Niamey,first projection,2024-06-01,2024-08-31,2,401034,0.27
Mar 2024,NER,26154898,Niamey,first projection,2024-06-01,2024-08-31,3,178237,0.12
Mar 2024,NER,26154898,Niamey,first projection,2024-06-01,2024-08-31,4,0,0
Mar 2024,NER,26154898,Niamey,first projection,2024-06-01,2024-08-31,5,0,0
Nov 2023,NER,25896688,Tillabéri,current,2023-10-01,2023-12-31,all,4177412,1.0
Nov 2023,NER,25896688,Tillabéri,current,2023-10-01,2023-12-31,3+,572249,0.14
Nov 2023,NER,25896688,Tillabéri,current,2023-10-01,2023-12-31,1,2565716,0.61
Nov 2023,NER,25896688,Tillabéri,current,2023-10-01,2023-12-31,2,1039447,0.25
Nov 2023,NER,25896688,Tillabéri,current,2023-10-01,2023-12-31,3,548306,0.13
Nov 2023,NER,25896688,Tillabéri,current,2023-10-01,2023-12-31,4,23943,0.01
Nov 2023,NER,25896688,Tillabéri,current,2023-10-01,2023-12-31,5,0,0
Nov 2023,NER,25896688,Tillabéri,first projection,2024-06-01,2024-08-31,all,4177412,1.0
Nov 2023,NER,25896688,Tillabéri,first projection,2024-06-01,2024-08-31,3+,789917,0.19
Nov 2023,NER,25896688,Tillabéri,first projection,2024-06-01,2024-08-31,1,2156830,0.52
Nov 2023,NER,25896688,Tillabéri,first projection,2024-06-01,2024-08-31,2,1230665,0.29
Nov 2023,NER,25896688,Tillabéri,first projection,2024-06-01,2024-08-31,3,751880,0.18
Nov 2023,NER,25896688,Tillabéri,first projection,2024-06-01,2024-08-31,4,38037,0.01
Nov 2023,NER,25896688,Tillabéri,first projection,2024-06-01,2024-08-31,5,0,0
Nov 2023,NER,25896688,Zinder,current,2023-10-01,2023-12-31,all,5435489,1.0
Nov 2023,NER,25896688,Zinder,current,2023-10-01,2023-12-31,3+,378920,0.07
Nov 2023,NER,25896688,Zinder,current,2023-10-01,2023-12-31,1,4092280,0.75
Nov 2023,NER,25896688,Zinder,current,2023-10-01,2023-12-31,2,964289,0.18
Nov 2023,NER,25896688,Zinder,current,2023-10-01,2023-12-31,3,378920,0.07
Nov 2023,NER,25896688,Zinder,current,2023-10-01,2023-12-31,4,0,0
Nov 2023,NER,25896688,Zinder,current,2023-10-01,2023-12-31,5,0,0
Nov 2023,NER,25896688,Zinder,first projection,2024-06-01,2024-08-31,all,5435489,1.0
Nov 2023,NER,25896688,Zinder,first projection,2024-06-01,2024-08-31,3+,485091,0.09
Nov 2023,NER,25896688,Zinder,first projection,2024-06-01,2024-08-31,1,3828569,0.7
Nov 2023,NER,25896688,Zinder,first projection,2024-06-01,2024-08-31,2,1121828,0.21
Nov 2023,NER,25896688,Zinder,first projection,2024-06-01,2024-08-31,3,485091,0.09
Nov 2023,NER,25896688,Zinder,first projection,2024-06-01,2024-08-31,4,0,0
Nov 2023,NER,25896688,Zinder,first projection,2024-06-01,2024-08-31,5,0,0
Nov 2023,NER,25896688,Diffa,current,2023-10-01,2023-12-31,all,867787,1.0
Nov 2023,NER,25896688,Diffa,current,2023-10-01,2023-12-31,3+,166560,0.19
Nov 2023,NER,25896688,Diffa,current,2023-10-01,2023-12-31,1,399414,0.46
Nov 2023,NER,25896688,Diffa,current,2023-10-01,2023-12-31,2,301813,0.35
Nov 2023,NER,25896688,Diffa,current,2023-10-01,2023-12-31,3,157151,0.18
Nov 2023,NER,25896688,Diffa,current,2023-10-01,2023-12-31,4,9408,0.01
Nov 2023,NER,25896688,Diffa,current,2023-10-01,2023-12-31,5,0,0
Nov 2023,NER,25896688,Diffa,first projection,2024-06-01,2024-08-31,all,867787,1.0
Nov 2023,NER,25896688,Diffa,first projection,2024-06-01,2024-08-31,3+,214550,0.24
Nov 2023,NER,25896688,Diffa,first projection,2024-06-01,2024-08-31,1,309165,0.36
Nov 2023,NER,25896688,Diffa,first projection,2024-06-01,2024-08-31,2,344072,0.4
Nov 2023,NER,25896688,Diffa,first projection,2024-06-01,2024-08-31,3,195245,0.22
Nov 2023,NER,25896688,Diffa,first projection,2024-06-01,2024-08-31,4,19305,0.02
Nov 2023,NER,25896688,Diffa,first projection,2024-06-01,2024-08-31,5,0,0
Nov 2023,NER,25896688,Maradi,current,2023-10-01,2023-12-31,all,5217267,1.0
Nov 2023,NER,25896688,Maradi,current,2023-10-01,2023-12-31,3+,325282,0.06
Nov 2023,NER,25896688,Maradi,current,2023-10-01,2023-12-31,1,4017978,0.77
Nov 2023,NER,25896688,Maradi,current,2023-10-01,2023-12-31,2,874007,0.17
Nov 2023,NER,25896688,Maradi,current,2023-10-01,2023-12-31,3,325282,0.06
Nov 2023,NER,25896688,Maradi,current,2023-10-01,2023-12-31,4,0,0
Nov 2023,NER,25896688,Maradi,current,2023-10-01,2023-12-31,5,0,0
Nov 2023,NER,25896688,Maradi,first projection,2024-06-01,2024-08-31,all,5217267,1.0
Nov 2023,NER,25896688,Maradi,first projection,2024-06-01,2024-08-31,3+,499862,0.09
Nov 2023,NER,25896688,Maradi,first projection,2024-06-01,2024-08-31,1,3553647,0.68
Nov 2023,NER,25896688,Maradi,first projection,2024-06-01,2024-08-31,2,1163758,0.22
Nov 2023,NER,25896688,Maradi,first projection,2024-06-01,2024-08-31,3,488756,0.09
Nov 2023,NER,25896688,Maradi,first projection,2024-06-01,2024-08-31,4,11106,0
Nov 2023,NER,25896688,Maradi,first projection,2024-06-01,2024-08-31,5,0,0
Nov 2023,NER,25896688,Agadez,current,2023-10-01,2023-12-31,all,710658,1.0
Nov 2023,NER,25896688,Agadez,current,2023-10-01,2023-12-31,3+,93861,0.13
Nov 2023,NER,25896688,Agadez,current,2023-10-01,2023-12-31,1,408330,0.57
Nov 2023,NER,25896688,Agadez,current,2023-10-01,2023-12-31,2,208468,0.29
Nov 2023,NER,25896688,Agadez,current,2023-10-01,2023-12-31,3,93861,0.13
Nov 2023,NER,25896688,Agadez,current,2023-10-01,2023-12-31,4,0,0
Nov 2023,NER,25896688,Agadez,current,2023-10-01,2023-12-31,5,0,0
Nov 2023,NER,25896688,Agadez,first projection,2024-06-01,2024-08-31,all,710658,1.0
Nov 2023,NER,25896688,Agadez,first projection,2024-06-01,2024-08-31,3+,106612,0.15
Nov 2023,NER,25896688,Agadez,first projection,2024-06-01,2024-08-31,1,342118,0.48
Nov 2023,NER,25896688,Agadez,first projection,2024-06-01,2024-08-31,2,261928,0.37
Nov 2023,NER,25896688,Agadez,first projection,2024-06-01,2024-08-31,3,106612,0.15
Nov 2023,NER,25896688,Agadez,first projection,2024-06-01,2024-08-31,4,0,0
Nov 2023,NER,25896688,Agadez,first projection,2024-06-01,2024-08-31,5,0,0
Nov 2023,NER,25896688,Tahoua,current,2023-10-01,2023-12-31,all,5107761,1.0
Nov 2023,NER,25896688,Tahoua,current,2023-10-01,2023-12-31,3+,427684,0.08
Nov 2023,NER,25896688,Tahoua,current,2023-10-01,2023-12-31,1,3551499,0.7
Nov 2023,NER,25896688,Tahoua,current,2023-10-01,2023-12-31,2,1128578,0.22
Nov 2023,NER,25896688,Tahoua,current,2023-10-01,2023-12-31,3,418116,0.08
Nov 2023,NER,25896688,Tahoua,current,2023-10-01,2023-12-31,4,9569,0
Nov 2023,NER,25896688,Tahoua,current,2023-10-01,2023-12-31,5,0,0
Nov 2023,NER,25896688,Tahoua,first projection,2024-06-01,2024-08-31,all,5107761,1.0
Nov 2023,NER,25896688,Tahoua,first projection,2024-06-01,2024-08-31,3+,667680,0.14
Nov 2023,NER,25896688,Tahoua,first projection,2024-06-01,2024-08-31,1,3059376,0.6
Nov 2023,NER,25896688,Tahoua,first projection,2024-06-01,2024-08-31,2,1380705,0.27
Nov 2023,NER,25896688,Tahoua,first projection,2024-06-01,2024-08-31,3,640769,0.13
Nov 2023,NER,25896688,Tahoua,first projection,2024-06-01,2024-08-31,4,26911,0.01
Nov 2023,NER,25896688,Tahoua,first projection,2024-06-01,2024-08-31,5,0,0
Nov 2023,NER,25896688,Dosso,current,2023-10-01,2023-12-31,all,3153211,1.0
Nov 2023,NER,25896688,Dosso,current,2023-10-01,2023-12-31,3+,205552,0.07
Nov 2023,NER,25896688,Dosso,current,2023-10-01,2023-12-31,1,2345719,0.74
Nov 2023,NER,25896688,Dosso,current,2023-10-01,2023-12-31,2,601940,0.19
Nov 2023,NER,25896688,Dosso,current,2023-10-01,2023-12-31,3,205552,0.07
Nov 2023,NER,25896688,Dosso,current,2023-10-01,2023-12-31,4,0,0
Nov 2023,NER,25896688,Dosso,current,2023-10-01,2023-12-31,5,0,0
Nov 2023,NER,25896688,Dosso,first projection,2024-06-01,2024-08-31,all,3153211,1.0
Nov 2023,NER,25896688,Dosso,first projection,2024-06-01,2024-08-31,3+,289875,0.09
Nov 2023,NER,25896688,Dosso,first projection,2024-06-01,2024-08-31,1,2070977,0.66
Nov 2023,NER,25896688,Dosso,first projection,2024-06-01,2024-08-31,2,792359,0.25
Nov 2023,NER,25896688,Dosso,first projection,2024-06-01,2024-08-31,3,289875,0.09
Nov 2023,NER,25896688,Dosso,first projection,2024-06-01,2024-08-31,4,0,0
Nov 2023,NER,25896688,Dosso,first projection,2024-06-01,2024-08-31,5,0,0
Nov 2023,NER,25896688,Niamey,current,2023-10-01,2023-12-31,all,1485310,1.0
Nov 2023,NER,25896688,Niamey,current,2023-10-01,2023-12-31,3+,148531,0.1
Nov 2023,NER,25896688,Niamey,current,2023-10-01,2023-12-31,1,965452,0.65
Nov 2023,NER,25896688,Niamey,current,2023-10-01,2023-12-31,2,371328,0.25
Nov 2023,NER,25896688,Niamey,current,2023-10-01,2023-12-31,3,148531,0.1
Nov 2023,NER,25896688,Niamey,current,2023-10-01,2023-12-31,4,0,0
Nov 2023,NER,25896688,Niamey,current,2023-10-01,2023-12-31,5,0,0
Nov 2023,NER,25896688,Niamey,first projection,2024-06-01,2024-08-31,all,1485310,1.0
Nov 2023,NER,25896688,Niamey,first projection,2024-06-01,2024-08-31,3+,178237,0.12
Nov 2023,NER,25896688,Niamey,first projection,2024-06-01,2024-08-31,1,906039,0.61
Nov 2023,NER,25896688,Niamey,first projection,2024-06-01,2024-08-31,2,401034,0.27
Nov 2023,NER,25896688,Niamey,first projection,2024-06-01,2024-08-31,3,178237,0.12
Nov 2023,NER,25896688,Niamey,first projection,2024-06-01,2024-08-31,4,0,0
Nov 2023,NER,25896688,Niamey,first projection,2024-06-01,2024-08-31,5,0,0
Mar 2023,NER,25896688,Tillabéri,current,2023-03-01,2023-05-31,all,4107330,1.0
Mar 2023,NER,25896688,Tillabéri,current,2023-03-01,2023-05-31,3+,796055,0.2
Mar 2023,NER,25896688,Tillabéri,current,2023-03-01,2023-05-31,1,2202033,0.54
Mar 2023,NER,25896688,Tillabéri,current,2023-03-01,2023-05-31,2,1109242,0.27
Mar 2023,NER,25896688,Tillabéri,current,2023-03-01,2023-05-31,3,725589,0.18
Mar 2023,NER,25896688,Tillabéri,current,2023-03-01,2023-05-31,4,70466,0.02
Mar 2023,NER,25896688,Tillabéri,current,2023-03-01,2023-05-31,5,0,0
Mar 2023,NER,25896688,Tillabéri,first projection,2023-06-01,2023-08-31,all,4107330,1.0
Mar 2023,NER,25896688,Tillabéri,first projection,2023-06-01,2023-08-31,3+,1021755,0.25
Mar 2023,NER,25896688,Tillabéri,first projection,2023-06-01,2023-08-31,1,1799381,0.44
Mar 2023,NER,25896688,Tillabéri,first projection,2023-06-01,2023-08-31,2,1286194,0.31
Mar 2023,NER,25896688,Tillabéri,first projection,2023-06-01,2023-08-31,3,918189,0.22
Mar 2023,NER,25896688,Tillabéri,first projection,2023-06-01,2023-08-31,4,103566,0.03
Mar 2023,NER,25896688,Tillabéri,first projection,2023-06-01,2023-08-31,5,0,0
Mar 2023,NER,25896688,Tahoua,current,2023-03-01,2023-05-31,all,4924313,1.0
Mar 2023,NER,25896688,Tahoua,current,2023-03-01,2023-05-31,3+,497686,0.1
Mar 2023,NER,25896688,Tahoua,current,2023-03-01,2023-05-31,1,3190662,0.65
Mar 2023,NER,25896688,Tahoua,current,2023-03-01,2023-05-31,2,1235964,0.25
Mar 2023,NER,25896688,Tahoua,current,2023-03-01,2023-05-31,3,494405,0.1
Mar 2023,NER,25896688,Tahoua,current,2023-03-01,2023-05-31,4,3281,0
Mar 2023,NER,25896688,Tahoua,current,2023-03-01,2023-05-31,5,0,0
Mar 2023,NER,25896688,Tahoua,first projection,2023-06-01,2023-08-31,all,4924313,1.0
Mar 2023,NER,25896688,Tahoua,first projection,2023-06-01,2023-08-31,3+,645090,0.13
Mar 2023,NER,25896688,Tahoua,first projection,2023-06-01,2023-08-31,1,2900432,0.59
Mar 2023,NER,25896688,Tahoua,first projection,2023-06-01,2023-08-31,2,1378791,0.28
Mar 2023,NER,25896688,Tahoua,first projection,2023-06-01,2023-08-31,3,639439,0.13
Mar 2023,NER,25896688,Tahoua,first projection,2023-06-01,2023-08-31,4,5652,0
Mar 2023,NER,25896688,Tahoua,first projection,2023-06-01,2023-08-31,5,0,0
Mar 2023,NER,25896688,Agadez,current,2023-03-01,2023-05-31,all,687679,1.0
Mar 2023,NER,25896688,Agadez,current,2023-03-01,2023-05-31,3+,66961,0.1
Mar 2023,NER,25896688,Agadez,current,2023-03-01,2023-05-31,1,473031,0.69
Mar 2023,NER,25896688,Agadez,current,2023-03-01,2023-05-31,2,147687,0.21
Mar 2023,NER,25896688,Agadez,current,2023-03-01,2023-05-31,3,66961,0.1
Mar 2023,NER,25896688,Agadez,current,2023-03-01,2023-05-31,4,0,0
Mar 2023,NER,25896688,Agadez,current,2023-03-01,2023-05-31,5,0,0
Mar 2023,NER,25896688,Agadez,first projection,2023-06-01,2023-08-31,all,687679,1.0
Mar 2023,NER,25896688,Agadez,first projection,2023-06-01,2023-08-31,3+,76207,0.11
Mar 2023,NER,25896688,Agadez,first projection,2023-06-01,2023-08-31,1,447353,0.65
Mar 2023,NER,25896688,Agadez,first projection,2023-06-01,2023-08-31,2,164119,0.24
Mar 2023,NER,25896688,Agadez,first projection,2023-06-01,2023-08-31,3,76207,0.11
Mar 2023,NER,25896688,Agadez,first projection,2023-06-01,2023-08-31,4,0,0
Mar 2023,NER,25896688,Agadez,first projection,2023-06-01,2023-08-31,5,0,0
Mar 2023,NER,25896688,Maradi,current,2023-03-01,2023-05-31,all,5344120,1.0
Mar 2023,NER,25896688,Maradi,current,2023-03-01,2023-05-31,3+,359254,0.07
Mar 2023,NER,25896688,Maradi,current,2023-03-01,2023-05-31,1,3805303,0.71
Mar 2023,NER,25896688,Maradi,current,2023-03-01,2023-05-31,2,1179563,0.22
Mar 2023,NER,25896688,Maradi,current,2023-03-01,2023-05-31,3,349346,0.07
Mar 2023,NER,25896688,Maradi,current,2023-03-01,2023-05-31,4,9908,0
Mar 2023,NER,25896688,Maradi,current,2023-03-01,2023-05-31,5,0,0
Mar 2023,NER,25896688,Maradi,first projection,2023-06-01,2023-08-31,all,5344120,1.0
Mar 2023,NER,25896688,Maradi,first projection,2023-06-01,2023-08-31,3+,509649,0.1
Mar 2023,NER,25896688,Maradi,first projection,2023-06-01,2023-08-31,1,3393575,0.64
Mar 2023,NER,25896688,Maradi,first projection,2023-06-01,2023-08-31,2,1440897,0.27
Mar 2023,NER,25896688,Maradi,first projection,2023-06-01,2023-08-31,3,476938,0.09
Mar 2023,NER,25896688,Maradi,first projection,2023-06-01,2023-08-31,4,32710,0.01
Mar 2023,NER,25896688,Maradi,first projection,2023-06-01,2023-08-31,5,0,0
Mar 2023,NER,25896688,Zinder,current,2023-03-01,2023-05-31,all,5485963,1.0
Mar 2023,NER,25896688,Zinder,current,2023-03-01,2023-05-31,3+,306781,0.06
Mar 2023,NER,25896688,Zinder,current,2023-03-01,2023-05-31,1,3701632,0.67
Mar 2023,NER,25896688,Zinder,current,2023-03-01,2023-05-31,2,1477550,0.27
Mar 2023,NER,25896688,Zinder,current,2023-03-01,2023-05-31,3,306781,0.06
Mar 2023,NER,25896688,Zinder,current,2023-03-01,2023-05-31,4,0,0
Mar 2023,NER,25896688,Zinder,current,2023-03-01,2023-05-31,5,0,0
Mar 2023,NER,25896688,Zinder,first projection,2023-06-01,2023-08-31,all,5485963,1.0
Mar 2023,NER,25896688,Zinder,first projection,2023-06-01,2023-08-31,3+,431324,0.08
Mar 2023,NER,25896688,Zinder,first projection,2023-06-01,2023-08-31,1,3340782,0.61
Mar 2023,NER,25896688,Zinder,first projection,2023-06-01,2023-08-31,2,1713857,0.31
Mar 2023,NER,25896688,Zinder,first projection,2023-06-01,2023-08-31,3,431324,0.08
Mar 2023,NER,25896688,Zinder,first projection,2023-06-01,2023-08-31,4,0,0
Mar 2023,NER,25896688,Zinder,first projection,2023-06-01,2023-08-31,5,0,0
Mar 2023,NER,25896688,Dosso,current,2023-03-01,2023-05-31,all,3048894,1.0
Mar 2023,NER,25896688,Dosso,current,2023-03-01,2023-05-31,3+,143262,0.05
Mar 2023,NER,25896688,Dosso,current,2023-03-01,2023-05-31,1,2446975,0.8
Mar 2023,NER,25896688,Dosso,current,2023-03-01,2023-05-31,2,458658,0.15
Mar 2023,NER,25896688,Dosso,current,2023-03-01,2023-05-31,3,143262,0.05
Mar 2023,NER,25896688,Dosso,current,2023-03-01,2023-05-31,4,0,0
Mar 2023,NER,25896688,Dosso,current,2023-03-01,2023-05-31,5,0,0
Mar 2023,NER,25896688,Dosso,first projection,2023-06-01,2023-08-31,all,3048894,1.0
Mar 2023,NER,25896688,Dosso,first projection,2023-06-01,2023-08-31,3+,233332,0.08
Mar 2023,NER,25896688,Dosso,first projection,2023-06-01,2023-08-31,1,2259125,0.74
Mar 2023,NER,25896688,Dosso,first projection,2023-06-01,2023-08-31,2,556436,0.18
Mar 2023,NER,25896688,Dosso,first projection,2023-06-01,2023-08-31,3,233332,0.08
Mar 2023,NER,25896688,Dosso,first projection,2023-06-01,2023-08-31,4,0,0
Mar 2023,NER,25896688,Dosso,first projection,2023-06-01,2023-08-31,5,0,0
Mar 2023,NER,25896688,Diffa,current,2023-03-01,2023-05-31,all,838694,1.0
Mar 2023,NER,25896688,Diffa,current,2023-03-01,2023-05-31,3+,154506,0.19
Mar 2023,NER,25896688,Diffa,current,2023-03-01,2023-05-31,1,399763,0.48
Mar 2023,NER,25896688,Diffa,current,2023-03-01,2023-05-31,2,284426,0.34
Mar 2023,NER,25896688,Diffa,current,2023-03-01,2023-05-31,3,149843,0.18
Mar 2023,NER,25896688,Diffa,current,2023-03-01,2023-05-31,4,4663,0.01
Mar 2023,NER,25896688,Diffa,current,2023-03-01,2023-05-31,5,0,0
Mar 2023,NER,25896688,Diffa,first projection,2023-06-01,2023-08-31,all,838694,1.0
Mar 2023,NER,25896688,Diffa,first projection,2023-06-01,2023-08-31,3+,188541,0.22
Mar 2023,NER,25896688,Diffa,first projection,2023-06-01,2023-08-31,1,354064,0.42
Mar 2023,NER,25896688,Diffa,first projection,2023-06-01,2023-08-31,2,296089,0.35
Mar 2023,NER,25896688,Diffa,first projection,2023-06-01,2023-08-31,3,180299,0.21
Mar 2023,NER,25896688,Diffa,first projection,2023-06-01,2023-08-31,4,8242,0.01
Mar 2023,NER,25896688,Diffa,first projection,2023-06-01,2023-08-31,5,0,0
Mar 2023,NER,25896688,Niamey,current,2023-03-01,2023-05-31,all,1442772,1.0
Mar 2023,NER,25896688,Niamey,current,2023-03-01,2023-05-31,3+,129849,0.09
Mar 2023,NER,25896688,Niamey,current,2023-03-01,2023-05-31,1,807952,0.56
Mar 2023,NER,25896688,Niamey,current,2023-03-01,2023-05-31,2,504970,0.35
Mar 2023,NER,25896688,Niamey,current,2023-03-01,2023-05-31,3,129849,0.09
Mar 2023,NER,25896688,Niamey,current,2023-03-01,2023-05-31,4,0,0
Mar 2023,NER,25896688,Niamey,current,2023-03-01,2023-05-31,5,0,0
Mar 2023,NER,25896688,Niamey,first projection,2023-06-01,2023-08-31,all,1442772,1.0
Mar 2023,NER,25896688,Niamey,first projection,2023-06-01,2023-08-31,3+,173133,0.12
Mar 2023,NER,25896688,Niamey,first projection,2023-06-01,2023-08-31,1,764669,0.53
Mar 2023,NER,25896688,Niamey,first projection,2023-06-01,2023-08-31,2,504970,0.35
Mar 2023,NER,25896688,Niamey,first projection,2023-06-01,2023-08-31,3,173133,0.12
Mar 2023,NER,25896688,Niamey,first projection,2023-06-01,2023-08-31,4,0,0
Mar 2023,NER,25896688,Niamey,first projection,2023-06-01,2023-08-31,5,0,0
Nov 2022,NER,25896688,Tillaberi,current,2022-10-01,2022-12-31,all,4107384,1.0
Nov 2022,NER,25896688,Tillaberi,current,2022-10-01,2022-12-31,3+,705315,0.18
Nov 2022,NER,25896688,Tillaberi,current,2022-10-01,2022-12-31,1,2208389,0.54
Nov 2022,NER,25896688,Tillaberi,current,2022-10-01,2022-12-31,2,1193680,0.29
Nov 2022,NER,25896688,Tillaberi,current,2022-10-01,2022-12-31,3,637232,0.16
Nov 2022,NER,25896688,Tillaberi,current,2022-10-01,2022-12-31,4,68082,0.02
Nov 2022,NER,25896688,Tillaberi,current,2022-10-01,2022-12-31,5,0,0
Nov 2022,NER,25896688,Tillaberi,first projection,2023-06-01,2023-08-31,all,4107384,1.0
Nov 2022,NER,25896688,Tillaberi,first projection,2023-06-01,2023-08-31,3+,946264,0.23
Nov 2022,NER,25896688,Tillaberi,first projection,2023-06-01,2023-08-31,1,1911164,0.47
Nov 2022,NER,25896688,Tillaberi,first projection,2023-06-01,2023-08-31,2,1249956,0.3
Nov 2022,NER,25896688,Tillaberi,first projection,2023-06-01,2023-08-31,3,830023,0.2
Nov 2022,NER,25896688,Tillaberi,first projection,2023-06-01,2023-08-31,4,116241,0.03
Nov 2022,NER,25896688,Tillaberi,first projection,2023-06-01,2023-08-31,5,0,0
Nov 2022,NER,25896688,Tahoua,current,2022-10-01,2022-12-31,all,4924313,1.0
Nov 2022,NER,25896688,Tahoua,current,2022-10-01,2022-12-31,3+,441913,0.09
Nov 2022,NER,25896688,Tahoua,current,2022-10-01,2022-12-31,1,3381683,0.69
Nov 2022,NER,25896688,Tahoua,current,2022-10-01,2022-12-31,2,1100717,0.22
Nov 2022,NER,25896688,Tahoua,current,2022-10-01,2022-12-31,3,441913,0.09
Nov 2022,NER,25896688,Tahoua,current,2022-10-01,2022-12-31,4,0,0
Nov 2022,NER,25896688,Tahoua,current,2022-10-01,2022-12-31,5,0,0
Nov 2022,NER,25896688,Tahoua,first projection,2023-06-01,2023-08-31,all,4924313,1.0
Nov 2022,NER,25896688,Tahoua,first projection,2023-06-01,2023-08-31,3+,620141,0.12
Nov 2022,NER,25896688,Tahoua,first projection,2023-06-01,2023-08-31,1,2858628,0.58
Nov 2022,NER,25896688,Tahoua,first projection,2023-06-01,2023-08-31,2,1445544,0.29
Nov 2022,NER,25896688,Tahoua,first projection,2023-06-01,2023-08-31,3,613816,0.12
Nov 2022,NER,25896688,Tahoua,first projection,2023-06-01,2023-08-31,4,6325,0
Nov 2022,NER,25896688,Tahoua,first projection,2023-06-01,2023-08-31,5,0,0
